Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Combined,Outlet_Code
NCK42,7.475,1,0.013146636000000001,214.5192,OUT045,7,1,1,1,2804.3496,2,7
FDU23,12.15,0,0.02176755,164.6184,OUT045,7,1,1,1,3797.7232,1,7
DRI01,7.97,0,0.029381254,172.0422,OUT018,0,1,2,2,5690.5926,0,3
FDG16,15.25,0,0.08995645,217.1192,OUT049,10,1,0,1,3235.788,1,9
FDY56,16.35,2,0.06266564200000001,225.6062,OUT018,0,1,2,2,1579.9434,1,3
FDO24,11.1,0,0.176182345,158.1604,OUT035,5,2,1,1,1901.5248,1,6
NCV29,11.8,1,0.022843501000000002,177.8686,OUT046,12,2,0,1,4621.9836,2,8
FDQ48,14.3,2,0.034411238,98.6726,OUT046,12,2,0,1,782.9808,1,8
FDU15,13.65,2,0.025070953400000002,36.6532,OUT017,2,1,1,1,755.0172,1,2
FDS47,16.75,0,0.128861359,86.2856,OUT035,5,2,1,1,1406.1696,1,6
FDO50,16.25,0,0.078290271,93.1804,OUT049,10,1,0,1,1194.4452,1,9
FDW48,18.0,0,0.008539208000000001,81.2618,OUT035,5,2,1,1,402.809,1,6
FDV20,20.2,2,0.100095288,125.2678,OUT010,11,1,2,0,127.1678,1,0
FDW47,15.0,0,0.046447327999999996,121.5414,OUT049,10,1,0,1,2436.828,1,9
FDA07,12.792854228644991,2,0.030794774,122.9072,OUT027,24,1,2,3,4532.7664,1,5
FDZ16,12.792854228644991,2,0.159081735,193.5478,OUT027,24,1,2,3,4649.9472,1,5
FDN09,12.792854228644991,0,0.034705807000000005,241.6828,OUT027,24,1,2,3,4873.656,1,5
FDB50,13.0,0,0.154487495,77.2986,OUT017,2,1,1,1,1246.3776,1,2
NCL06,14.65,1,0.07217867900000001,262.9594,OUT049,10,1,0,1,5233.188,2,9
DRG03,12.792854228644991,0,0.061686402,153.9998,OUT027,24,1,2,3,5229.1932,0,5
DRM59,5.88,0,0.003599378,152.2998,OUT045,7,1,1,1,3075.9959999999996,0,7
FDU25,12.35,0,0.026832182000000003,57.3246,OUT017,2,1,1,1,1332.2658,1,2
NCU42,9.0,1,0.019616991,169.6474,OUT017,2,1,1,1,2526.7110000000002,2,2
FDH21,10.395,0,0.05226427,158.4604,OUT010,11,1,2,0,158.4604,1,0
DRO47,10.195,0,0.112203445,111.786,OUT035,5,2,1,1,1697.79,0,6
FDC44,12.792854228644991,0,0.17176107699999998,115.7518,OUT027,24,1,2,3,5351.0346,1,5
NCL29,9.695,1,0.11417050599999999,158.9604,OUT045,7,1,1,1,1743.0644,2,7
FDL48,19.35,2,0.08226641900000001,48.8034,OUT046,12,2,0,1,340.2238,1,8
FDJ21,16.7,2,0.038685176,146.6102,OUT018,0,1,2,2,2770.3938,1,3
FDT40,5.985,0,0.095795326,128.4678,OUT046,12,2,0,1,508.6712,1,8
NCD43,8.85,1,0.026814123999999998,103.7964,OUT010,11,1,2,0,210.3928,2,0
FDM28,15.7,0,0.045203854,180.266,OUT046,12,2,0,1,1617.894,1,8
FDR35,12.5,0,0.020697723,198.8742,OUT046,12,2,0,1,5773.1518,1,8
NCP17,19.35,1,0.027827268,65.6168,OUT018,0,1,2,2,383.5008,2,3
FDT23,7.72,2,0.074883035,79.8986,OUT045,7,1,1,1,1090.5804,1,7
FDX15,17.2,0,0.156298858,162.1578,OUT046,12,2,0,1,1283.6624,1,8
NCU42,12.792854228644991,1,0.019412191999999998,166.5474,OUT027,24,1,2,3,4379.6324,2,5
FDV23,12.792854228644991,0,0.105324246,125.7046,OUT027,24,1,2,3,3237.1196,1,5
FDY34,12.792854228644991,2,0.019227816000000002,163.9842,OUT019,24,2,0,0,331.5684,1,4
FDE16,8.895,0,0.044093978,208.3954,OUT010,11,1,2,0,1041.9769999999999,1,0
FDV60,20.2,2,0.117599259,195.31099999999998,OUT045,7,1,1,1,3338.987,1,7
FDQ44,20.5,0,0.036140297,120.0756,OUT046,12,2,0,1,2302.3364,1,8
FDZ09,17.6,0,0.10479168900000001,165.2868,OUT013,22,0,2,1,3111.9492,1,1
FDW36,11.15,0,0.057021155999999996,106.8622,OUT049,10,1,0,1,2011.3818,1,9
NCZ30,12.792854228644991,1,0.026058181,121.9098,OUT027,24,1,2,3,3374.2744,2,5
FDL09,19.6,2,0.12829573,167.2816,OUT045,7,1,1,1,2013.3792,1,7
FDE05,10.895,2,0.03263762,147.7102,OUT017,2,1,1,1,1895.5326,1,2
DRO35,13.85,0,0.034765901,114.2492,OUT017,2,1,1,1,1853.5872,0,2
FDN60,15.1,0,0.09569633400000001,159.7604,OUT017,2,1,1,1,2693.8268,1,2
NCZ29,15.0,1,0.071371458,125.2362,OUT046,12,2,0,1,1384.1982,2,8
FDX08,12.85,0,0.022696131,179.9318,OUT018,0,1,2,2,2706.4770000000003,1,3
FDZ16,16.85,2,0.267565911,194.1478,OUT010,11,1,2,0,1162.4868,1,0
DRL37,15.5,0,0.053327763,44.477,OUT013,22,0,2,1,865.54,0,1
FDL21,15.85,2,0.007145063,41.048,OUT035,5,2,1,1,479.376,1,6
FDW10,21.2,0,0.071076055,174.83700000000002,OUT017,2,1,1,1,5469.547,1,2
FDB53,13.35,0,0.139426044,148.3392,OUT035,5,2,1,1,3877.6192,1,6
DRM49,6.11,2,0.151925271,46.6086,OUT035,5,2,1,1,624.5204,0,6
NCD06,13.0,1,0.099479703,44.906000000000006,OUT049,10,1,0,1,652.484,2,9
FDN10,12.792854228644991,0,0.045900447999999996,118.9124,OUT027,24,1,2,3,2844.2976,1,5
FDS13,12.792854228644991,0,0.21799414,266.5884,OUT019,24,2,0,0,1324.942,1,4
FDH38,6.425,0,0.010454459000000001,115.6808,OUT049,10,1,0,1,1406.1696,1,9
FDY21,12.792854228644991,0,0.17264121300000002,195.111,OUT027,24,1,2,3,5303.097,1,5
FDT60,12.0,0,0.075701524,124.6388,OUT045,7,1,1,1,2105.2596,1,7
DRZ24,7.535,0,0.081914677,120.344,OUT049,10,1,0,1,3835.008,0,9
FDW56,7.68,0,0.071010513,190.9162,OUT049,10,1,0,1,5195.2374,1,9
FDG57,14.7,0,0.072444983,48.6034,OUT045,7,1,1,1,194.4136,1,7
FDY14,10.3,0,0.06998190900000001,263.0226,OUT013,22,0,2,1,6079.4198,1,1
FDS19,13.8,2,0.06457046,76.2012,OUT017,2,1,1,1,1669.8264,1,2
FDX01,10.1,0,0.024159767000000002,114.715,OUT035,5,2,1,1,815.605,1,6
FDV32,7.785,0,0.089210159,64.251,OUT017,2,1,1,1,1328.271,1,2
DRI39,13.8,0,0.097611115,54.893,OUT017,2,1,1,1,679.1160000000001,0,2
NCU05,11.8,1,0.058975504000000005,81.7618,OUT018,0,1,2,2,966.7416,2,3
NCA29,10.5,1,0.027430696,171.1106,OUT017,2,1,1,1,3593.3226,2,2
FDO10,12.792854228644991,2,0.0085099589,58.7588,OUT019,24,2,0,0,400.8116,1,4
DRL47,19.7,0,0.038815341,124.2362,OUT045,7,1,1,1,1887.543,0,7
FDA50,12.792854228644991,0,0.152632413,98.441,OUT019,24,2,0,0,96.541,1,4
FDU23,12.792854228644991,0,0.021618297,167.1184,OUT027,24,1,2,3,2476.776,1,5
FDR27,15.1,2,0.096491904,134.4942,OUT018,0,1,2,2,1854.9188,1,3
DRH36,16.2,0,0.033568871,74.9696,OUT017,2,1,1,1,2162.5184,0,2
FDZ51,11.3,2,0.054507422,96.3094,OUT013,22,0,2,1,666.4658,1,1
FDQ40,12.792854228644991,2,0.063079544,175.7712,OUT019,24,2,0,0,351.5424,1,4
FDB17,12.792854228644991,0,0.06420812599999999,180.1976,OUT019,24,2,0,0,181.0976,1,4
FDQ16,19.7,0,0.041974489000000004,108.6912,OUT017,2,1,1,1,2183.824,1,2
FDG09,20.6,2,0.048207430999999995,188.0556,OUT017,2,1,1,1,2065.3116,1,2
DRI59,9.5,0,0.041065647000000004,223.5088,OUT017,2,1,1,1,4697.8848,0,2
FDH47,13.5,2,0.128709014,96.1068,OUT013,22,0,2,1,1846.9292,1,1
FDA21,13.65,0,0.03596071,186.3924,OUT046,12,2,0,1,1665.8316,1,8
NCO05,7.27,1,0.046520703,97.7384,OUT013,22,0,2,1,591.2304,2,1
NCL31,12.792854228644991,1,0.210596485,144.747,OUT019,24,2,0,0,143.14700000000002,2,4
NCH42,6.86,1,0.03674399,231.201,OUT017,2,1,1,1,6201.927,2,2
FDG57,14.7,0,0.072238195,47.5034,OUT013,22,0,2,1,972.068,1,1
NCQ50,12.792854228644991,1,0.034141213,211.9218,OUT027,24,1,2,3,3419.5488,2,5
FDK24,9.195,0,0.101500374,45.2744,OUT045,7,1,1,1,679.1160000000001,1,7
DRG39,14.15,0,0.042246575,54.2982,OUT049,10,1,0,1,1104.5622,0,9
FDX46,12.3,2,0.058105769,60.4562,OUT035,5,2,1,1,1777.6860000000001,1,6
FDY01,11.8,2,0.170141787,116.7834,OUT013,22,0,2,1,2303.6679999999997,1,1
FDJ40,13.6,2,0.049579883,110.0912,OUT035,5,2,1,1,1965.4416,1,6
FDS01,11.6,0,0.018509027899999995,178.2686,OUT049,10,1,0,1,1955.4546,1,9
FDJ09,15.0,0,0.058725134000000005,43.6744,OUT017,2,1,1,1,407.4696,1,2
FDT49,7.0,0,0.14601704877777777,105.62799999999999,OUT049,10,1,0,1,1384.864,1,9
FDW50,13.1,0,0.075695552,168.4158,OUT049,10,1,0,1,1504.0422,1,9
FDV39,11.3,0,0.007321067,197.7426,OUT017,2,1,1,1,2570.6538,1,2
FDY36,12.3,0,0.009463757,73.83800000000001,OUT017,2,1,1,1,1245.046,1,2
NCE18,10.0,1,0.021407511,248.175,OUT013,22,0,2,1,3495.45,2,1
FDB05,12.792854228644991,0,0.145669556,247.2776,OUT019,24,2,0,0,743.0328,1,4
FDK14,6.98,0,0.041273236,82.4934,OUT018,0,1,2,2,982.7208,1,3
FDP10,19.0,0,0.128090139,107.0622,OUT046,12,2,0,1,1376.2086,1,8
FDC45,17.0,0,0.135707553,172.5106,OUT035,5,2,1,1,2053.3272,1,6
FDS48,15.15,0,0.027774002000000002,152.3708,OUT035,5,2,1,1,3159.8868,1,6
FDX04,12.792854228644991,2,0.07278643,49.4376,OUT019,24,2,0,0,191.7504,1,4
FDQ20,12.792854228644991,0,0.029640603999999997,40.8138,OUT027,24,1,2,3,1543.3244,1,5
FDU13,8.355,0,0.18793900300000002,146.9418,OUT045,7,1,1,1,1029.9926,1,7
NCR53,12.15,1,0.14492016,224.4404,OUT013,22,0,2,1,1800.3232,2,1
FDN49,17.25,2,0.125419157,40.048,OUT049,10,1,0,1,399.48,1,9
FDR31,6.46,2,0.049121972,144.6102,OUT013,22,0,2,1,2916.204,1,1
DRI03,12.792854228644991,0,0.0214218487,175.3028,OUT027,24,1,2,3,3719.1588,0,5
FDL58,5.78,2,0.07414907400000001,262.2568,OUT046,12,2,0,1,5273.1359999999995,1,8
NCJ05,18.7,1,0.04604992,151.9682,OUT013,22,0,2,1,3354.3004,2,1
FDS10,19.2,0,0.035384612,180.3318,OUT017,2,1,1,1,3428.2042,1,2
FDK34,12.792854228644991,0,0.038340116,240.1564,OUT027,24,1,2,3,7150.691999999999,1,5
FDW48,12.792854228644991,0,0.007598911666666666,81.8618,OUT019,24,2,0,0,161.1236,1,4
FDE08,12.792854228644991,0,0.049080853,147.7734,OUT027,24,1,2,3,4602.6754,1,5
NCH06,12.792854228644991,1,0.076183667,245.646,OUT027,24,1,2,3,3695.19,2,5
FDV08,7.35,0,0.028711412000000002,39.9454,OUT018,0,1,2,2,377.5086,1,3
FDQ15,20.35,2,0.1457228273333333,81.6276,OUT046,12,2,0,1,1787.0072,1,8
FDL56,12.792854228644991,0,0.12517151,88.9198,OUT027,24,1,2,3,3139.9128,1,5
DRC12,17.85,0,0.037826873,189.7188,OUT046,12,2,0,1,2285.0256,0,8
FDX49,4.615,2,0.101747034,231.33,OUT013,22,0,2,1,4660.6,1,1
FDJ09,15.0,0,0.04385187425,47.2744,OUT035,5,2,1,1,679.1160000000001,1,6
FDN23,12.792854228644991,2,0.075142108,145.8444,OUT027,24,1,2,3,3773.7544,1,5
DRD01,12.1,2,0.061424738,56.7614,OUT018,0,1,2,2,1049.9666,0,3
FDS43,11.65,0,0.040597054,187.324,OUT045,7,1,1,1,1864.24,1,7
FDY48,12.792854228644991,0,0.041556697000000004,104.4332,OUT019,24,2,0,0,307.5996,1,4
FDU12,15.5,2,0.126791761,262.1568,OUT010,11,1,2,0,527.3136,1,0
FDX33,9.195,2,0.11748483400000001,158.5578,OUT046,12,2,0,1,2406.867,1,8
FDH45,15.1,2,0.106097275,43.2796,OUT018,0,1,2,2,123.8388,1,3
FDJ10,5.095,2,0.129395895,140.3838,OUT013,22,0,2,1,1826.2894,1,1
FDX32,15.1,2,0.10026502699999999,142.5786,OUT018,0,1,2,2,3323.0078,1,3
DRG51,12.1,0,0.011557563,165.3526,OUT049,10,1,0,1,3453.5046,0,9
NCB31,6.235,1,0.119157788,263.791,OUT018,0,1,2,2,2103.928,2,3
FDW47,15.0,0,0.077622622,121.8414,OUT010,11,1,2,0,243.6828,1,0
FDT20,12.792854228644991,0,0.041194986,39.1164,OUT027,24,1,2,3,1235.7248,1,5
FDI34,10.65,2,0.08513595300000001,232.3668,OUT046,12,2,0,1,3685.8688,1,8
FDH56,9.8,2,0.10681691900000001,114.2492,OUT010,11,1,2,0,463.3968,1,0
DRJ47,18.25,0,0.04421348,173.408,OUT013,22,0,2,1,1038.6480000000001,0,1
FDP04,12.792854228644991,0,0.013745883,62.0168,OUT027,24,1,2,3,1534.0032,1,5
NCZ06,19.6,1,0.09430805800000001,251.8698,OUT049,10,1,0,1,3551.3772,2,9
FDY37,17.0,2,0.026622757,144.247,OUT045,7,1,1,1,3149.2340000000004,1,7
FDO46,9.6,2,0.014234595,190.2872,OUT049,10,1,0,1,4727.18,1,9
FDI10,8.51,2,0.078526225,173.5422,OUT049,10,1,0,1,5000.8238,1,9
NCT42,5.88,1,0.0249887,150.3392,OUT018,0,1,2,2,447.4176,2,3
FDE29,8.905,0,0.143712172,60.2878,OUT018,0,1,2,2,1151.1682,1,3
FDQ11,12.792854228644991,2,0.067373081,258.8988,OUT027,24,1,2,3,3083.9856,1,5
FDS20,8.85,0,0.053822086,183.8292,OUT013,22,0,2,1,2554.0088,1,1
FDR26,20.7,0,0.043011277,177.2028,OUT018,0,1,2,2,3364.9532,1,3
NCH43,12.792854228644991,1,0.123557061,216.6192,OUT019,24,2,0,0,215.7192,2,4
FDO25,6.3,0,0.127968205,209.627,OUT018,0,1,2,2,3984.813,1,3
FDB40,17.5,2,0.007570599,144.6102,OUT018,0,1,2,2,2187.153,1,3
FDB14,12.792854228644991,2,0.09944953190000001,92.31200000000001,OUT019,24,2,0,0,372.848,1,4
FDW23,5.765,0,0.081996785,40.1164,OUT035,5,2,1,1,540.6296,1,6
FDZ23,17.75,2,0.067777778,186.924,OUT018,0,1,2,2,3169.208,1,3
FDX35,5.035,2,0.080362549,229.0036,OUT017,2,1,1,1,4326.3684,1,2
FDX24,8.355,0,0.013929058999999999,94.1462,OUT046,12,2,0,1,2221.1088,1,8
DRG15,6.13,0,0.077169953,63.0536,OUT017,2,1,1,1,1225.072,0,2
FDY60,10.5,2,0.02250229355555556,143.3128,OUT046,12,2,0,1,1438.128,1,8
FDK02,12.5,0,0.112681821,119.14399999999999,OUT018,0,1,2,2,3235.788,1,3
FDK24,12.792854228644991,0,0.10080442,45.4744,OUT027,24,1,2,3,1041.3112,1,5
NCA05,20.75,1,0.02512588,150.4734,OUT035,5,2,1,1,890.8404,2,6
FDN33,12.792854228644991,2,0.122519571,93.0436,OUT027,24,1,2,3,2363.59,1,5
FDA09,13.35,2,0.15021128,179.06599999999997,OUT017,2,1,1,1,2696.49,1,2
FDK50,7.96,0,0.028357839,163.2894,OUT035,5,2,1,1,4530.1032,1,6
NCE55,8.92,1,0.130663423,175.237,OUT017,2,1,1,1,2117.244,2,2
FDG12,6.635,2,0.006335942,121.8098,OUT049,10,1,0,1,2048.6666,1,9
FDC37,15.5,0,0.032845997,106.7938,OUT013,22,0,2,1,3215.8140000000003,1,1
DRG15,6.13,0,0.076735903,62.4536,OUT046,12,2,0,1,1225.072,0,8
FDQ58,7.315,0,0.01530184,154.434,OUT046,12,2,0,1,1378.2060000000001,1,8
FDQ51,16.0,2,0.029377239,46.1718,OUT010,11,1,2,0,94.5436,1,0
FDR46,16.85,0,0.233356571,146.576,OUT010,11,1,2,0,439.42800000000005,1,0
FDC50,15.85,0,0.13705394699999998,94.4094,OUT018,0,1,2,2,1047.3034,1,3
FDJ09,15.0,0,0.04385187425,43.4744,OUT046,12,2,0,1,543.2928,1,8
NCC18,19.1,1,0.177236497,172.3422,OUT035,5,2,1,1,2586.633,2,6
FDL04,19.0,0,0.11183028199999999,105.4622,OUT013,22,0,2,1,952.7598,1,1
FDH48,13.5,0,0.05096872570000001,84.654,OUT049,10,1,0,1,1211.756,1,9
FDD38,16.75,2,0.008204465,99.8674,OUT049,10,1,0,1,2342.9502,1,9
FDT47,12.792854228644991,2,0.02439015,95.9068,OUT027,24,1,2,3,3207.8244,1,5
FDE41,9.195,2,0.064143995,85.9566,OUT045,7,1,1,1,1691.132,1,7
FDH19,19.35,0,0.033275634,173.8738,OUT017,2,1,1,1,2432.8332,1,2
FDW26,11.8,2,0.107662745,224.1772,OUT017,2,1,1,1,2890.9036,1,2
FDW35,10.6,0,0.01115195,40.6454,OUT017,2,1,1,1,167.7816,1,2
FDQ55,13.65,2,0.013064516000000002,115.5834,OUT045,7,1,1,1,1382.2008,1,7
FDV22,14.85,2,0.009954237,158.263,OUT049,10,1,0,1,2659.8709999999996,1,9
NCN29,12.792854228644991,1,0.021214364,48.2034,OUT019,24,2,0,0,97.2068,2,4
FDQ26,13.5,2,0.067859568,60.1562,OUT035,5,2,1,1,1599.9174,1,6
FDV24,5.635,0,0.103481775,150.005,OUT045,7,1,1,1,1797.66,1,7
FDG50,7.405,0,0.015358176000000001,92.4146,OUT017,2,1,1,1,1459.4336,1,2
NCF42,12.792854228644991,1,0.293066133,177.0712,OUT019,24,2,0,0,351.5424,2,4
FDT46,11.35,0,0.030981392000000003,51.9008,OUT017,2,1,1,1,708.4112,1,2
DRE49,12.792854228644991,0,0.018148152222222224,153.8024,OUT027,24,1,2,3,7741.9224,0,5
FDV56,16.1,2,0.013623294,109.3596,OUT045,7,1,1,1,1186.4556,1,7
FDD32,17.7,2,0.041098734,80.9276,OUT018,0,1,2,2,487.3656,1,3
NCN19,13.1,1,0.01209726,188.85299999999998,OUT035,5,2,1,1,3225.801,2,6
FDQ48,14.3,2,0.034382602000000005,96.5726,OUT013,22,0,2,1,2251.0698,1,1
FDW34,12.792854228644991,0,0.035406842,244.317,OUT027,24,1,2,3,8262.578000000001,1,5
NCS38,8.6,1,0.090374342,114.3176,OUT045,7,1,1,1,1946.7992,2,7
FDL58,5.78,2,0.07445112599999999,264.5568,OUT018,0,1,2,2,6327.7632,1,3
FDY59,8.195,0,0.031467128,91.8462,OUT045,7,1,1,1,2313.655,1,7
FDZ03,13.65,2,0.078786674,184.824,OUT046,12,2,0,1,3355.632,1,8
FDP60,17.35,0,0.056032247,102.3016,OUT045,7,1,1,1,1619.2256,1,7
NCI30,20.25,1,0.058935522000000004,246.646,OUT046,12,2,0,1,2463.46,2,8
FDO03,12.792854228644991,2,0.064577332,230.5352,OUT019,24,2,0,0,687.1056,1,4
FDZ20,16.1,0,0.034306962,252.3356,OUT046,12,2,0,1,3815.034,1,8
FDQ31,12.792854228644991,2,0.053586458,89.7856,OUT027,24,1,2,3,966.7416,1,5
FDY03,17.6,2,0.076431919,113.2202,OUT018,0,1,2,2,2025.3636,1,3
FDW45,18.0,0,0.039090105,148.4418,OUT045,7,1,1,1,4119.9704,1,7
NCO41,12.5,1,0.031549131,99.0384,OUT010,11,1,2,0,197.0768,2,0
FDK16,9.065,0,0.115233813,94.4094,OUT013,22,0,2,1,2856.282,1,1
FDZ16,16.85,2,0.159825617,195.5478,OUT035,5,2,1,1,4262.4516,1,6
NCD18,16.0,1,0.073080167,228.4668,OUT017,2,1,1,1,2534.0348,2,2
FDF52,9.3,0,0.066727717,181.6292,OUT013,22,0,2,1,2371.5796,1,1
FDF09,6.215,0,0.012146608,37.9848,OUT035,5,2,1,1,782.9808,1,6
FDW43,20.1,2,0.022552082999999997,226.6036,OUT017,2,1,1,1,6831.108,1,2
FDU19,8.77,2,0.047036035999999996,170.5422,OUT017,2,1,1,1,2759.0752,1,2
FDA50,16.25,0,0.087158654,95.141,OUT035,5,2,1,1,2220.4429999999998,1,6
FDS48,15.15,0,0.027756137,150.4708,OUT013,22,0,2,1,2106.5912,1,1
NCH07,13.15,1,0.092589917,159.5604,OUT013,22,0,2,1,1901.5248,2,1
NCK54,12.15,1,0.016397122111111113,117.615,OUT013,22,0,2,1,1514.695,2,1
FDD53,12.792854228644991,0,0.077427883,41.8454,OUT019,24,2,0,0,41.9454,1,4
FDV58,20.85,0,0.12122744699999999,197.5452,OUT035,5,2,1,1,4306.3944,1,6
FDI08,18.2,2,0.066284519,247.2092,OUT035,5,2,1,1,3486.1288,1,6
FDD08,8.3,0,0.03549838,36.6506,OUT018,0,1,2,2,455.4072,1,3
FDX34,6.195,0,0.072131519,120.1098,OUT045,7,1,1,1,2892.2352,1,7
FDX55,15.1,0,0.05371099655555555,216.4166,OUT045,7,1,1,1,2830.3158,1,7
NCS05,11.5,1,0.021020616000000002,130.7942,OUT045,7,1,1,1,2782.3782,2,7
FDL04,19.0,0,0.111902259,105.4622,OUT035,5,2,1,1,1905.5196,1,6
FDJ53,10.5,0,0.071548187,120.2098,OUT018,0,1,2,2,602.549,1,3
FDB47,8.8,0,0.071540443,210.6612,OUT049,10,1,0,1,2508.7344,1,9
NCS29,12.792854228644991,1,0.121765124,264.1884,OUT019,24,2,0,0,264.9884,2,4
FDB33,17.75,0,0.014609738,160.4262,OUT045,7,1,1,1,3182.5240000000003,1,7
FDL52,12.792854228644991,2,0.08069799799999999,39.8506,OUT019,24,2,0,0,37.9506,1,4
FDB03,17.75,2,0.156802171,242.1538,OUT035,5,2,1,1,4326.3684,1,6
FDW20,20.75,0,0.024144862000000003,123.37299999999999,OUT035,5,2,1,1,2093.9410000000003,1,6
FDT10,16.7,2,0.062297249000000006,60.6562,OUT018,0,1,2,2,592.562,1,3
FDK04,12.792854228644991,0,0.052058710999999994,55.5588,OUT027,24,1,2,3,1145.1760000000002,1,5
NCL07,13.85,1,0.031402114,40.248000000000005,OUT045,7,1,1,1,319.584,2,7
FDZ31,15.35,2,0.113217223,191.1504,OUT046,12,2,0,1,1725.7536,1,8
FDE45,12.1,0,0.042101977799999996,177.3002,OUT035,5,2,1,1,3044.7034,1,6
NCK54,12.15,1,0.016397122111111113,118.515,OUT018,0,1,2,2,1398.18,2,3
DRE15,12.792854228644991,0,0.031139932999999998,74.8012,OUT019,24,2,0,0,303.6048,0,4
NCQ38,16.35,1,0.013363901999999999,106.12799999999999,OUT035,5,2,1,1,1917.504,2,6
FDB08,12.792854228644991,0,0.030952737,160.1578,OUT027,24,1,2,3,3048.6982,1,5
DRF49,7.27,0,0.07136748,111.8518,OUT018,0,1,2,2,2277.036,0,3
DRC27,13.8,0,0.058192802,246.9802,OUT049,10,1,0,1,5896.3248,0,9
FDB37,20.25,2,0.022976492999999997,240.3538,OUT049,10,1,0,1,4086.0146,1,9
FDS35,9.3,0,0.111220521,65.7826,OUT046,12,2,0,1,968.7389999999999,1,8
FDE47,14.15,0,0.037967687,125.6046,OUT049,10,1,0,1,1618.5598,1,9
NCT53,12.792854228644991,1,0.0453875069,164.5526,OUT027,24,1,2,3,2302.3364,2,5
FDL14,8.115,2,0.032158866,154.8972,OUT046,12,2,0,1,1713.7692,1,8
FDP21,12.792854228644991,2,0.045068892,190.8872,OUT019,24,2,0,0,945.436,1,4
NCV54,11.1,1,0.033176087,120.1124,OUT045,7,1,1,1,1896.1984,2,7
NCO41,12.5,1,0.018845298,96.7384,OUT035,5,2,1,1,2759.0752,2,6
FDQ59,9.8,2,0.056375879000000004,84.6908,OUT035,5,2,1,1,1006.6896,1,6
FDQ01,19.7,2,0.161356273,253.1014,OUT018,0,1,2,2,2805.0154,1,3
FDQ48,14.3,2,0.034605882000000004,95.9726,OUT017,2,1,1,1,2153.1972,1,2
FDP09,19.75,0,0.033942546000000004,213.5902,OUT049,10,1,0,1,4460.1942,1,9
FDK55,18.5,0,0.025740258999999998,89.4172,OUT013,22,0,2,1,1605.9096,1,1
NCJ43,12.792854228644991,1,0.026938317000000003,174.1396,OUT027,24,1,2,3,4012.1108,2,5
FDI07,12.35,2,0.033754478,199.0426,OUT035,5,2,1,1,3361.6242,1,6
NCW41,12.792854228644991,1,0.015375557,156.9604,OUT027,24,1,2,3,4278.4308,2,5
FDG33,5.365,2,0.140458316,169.7764,OUT049,10,1,0,1,3263.7516,1,9
NCO05,12.792854228644991,1,0.046333982,97.2384,OUT027,24,1,2,3,2660.5368,2,5
FDH53,20.5,2,0.016374762666666667,82.8592,OUT035,5,2,1,1,908.1512,1,6
FDR49,8.71,0,0.139228412,49.5376,OUT046,12,2,0,1,1198.44,1,8
FDF33,12.792854228644991,0,0.02078434533333333,109.4596,OUT027,24,1,2,3,1833.6132,1,5
FDQ51,16.0,2,0.014964529444444446,48.1718,OUT017,2,1,1,1,756.3488,1,2
FDZ38,17.6,0,0.00799436,171.6422,OUT013,22,0,2,1,3793.7284,1,1
FDV52,20.7,2,0.12176716800000001,118.9466,OUT045,7,1,1,1,353.5398,1,7
FDM50,13.0,2,0.030083482,61.922,OUT035,5,2,1,1,1557.9720000000002,1,6
FDV60,20.2,2,0.118025091,195.81099999999998,OUT017,2,1,1,1,2553.343,1,2
FDG60,20.35,0,0.060649213,232.7616,OUT013,22,0,2,1,2812.3392,1,1
FDN13,18.6,0,0.15193174199999998,101.1358,OUT013,22,0,2,1,1105.8938,1,1
DRN59,12.792854228644991,0,0.06383101299999999,46.206,OUT027,24,1,2,3,1304.968,0,5
FDU02,13.35,0,0.103091351,229.9352,OUT017,2,1,1,1,2519.3872,1,2
FDZ58,17.85,0,0.052389407,120.9072,OUT018,0,1,2,2,2817.6656,1,3
NCQ38,16.35,1,0.013355306,105.52799999999999,OUT013,22,0,2,1,2024.0320000000002,2,1
FDF39,14.85,2,0.019550858,263.791,OUT045,7,1,1,1,4207.856,1,7
FDT03,21.25,0,0.01005532,183.1608,OUT017,2,1,1,1,2756.4120000000003,1,2
FDN09,14.15,0,0.034845667999999996,242.7828,OUT013,22,0,2,1,3167.8764,1,1
FDJ02,17.2,2,0.025162022000000003,145.9418,OUT035,5,2,1,1,1765.7016,1,6
FDN44,12.792854228644991,0,0.022685222,161.592,OUT027,24,1,2,3,4314.384,1,5
FDQ34,10.85,0,0.162571649,107.4622,OUT045,7,1,1,1,529.311,1,7
FDX31,20.35,2,0.014825605,233.2958,OUT046,12,2,0,1,4206.5244,1,8
NCH55,16.35,1,0.058034349000000006,124.802,OUT010,11,1,2,0,253.00400000000002,2,0
DRM47,9.3,0,0.04378569400000001,191.6846,OUT046,12,2,0,1,3057.3536,0,8
DRL01,12.792854228644991,2,0.076798609,231.8958,OUT027,24,1,2,3,8413.0488,0,5
FDO12,15.75,0,0.055241242,196.5452,OUT017,2,1,1,1,3131.9232,1,2
NCK30,14.85,1,0.061102235,253.2698,OUT045,7,1,1,1,2283.0282,2,7
FDP16,18.6,0,0.039517121,243.6802,OUT017,2,1,1,1,5896.3248,1,2
